Liste des candidats,Nuance,Voix,Elu(e),pourcentage_inscrits,pourcentage_exprimes,abstentions,circo,dep,reg
Mme Bénédicte AUZANOT,RN,26665,QUALIF T2,0.3083407532464529,0.4595274613541972,26889,8402,84,93
M. Patrick BLANES,UG,14421,QUALIF T2,0.16675724742423015,0.24852223964706086,26889,8402,84,93
Mme Sylvie VIALA,ENS,11260,QUALIF T2,0.13020502087211924,0.194047598531718,26889,8402,84,93
Mme Dominique BROGI,LR,4008,NON,0.04634651186993374,0.06907129439743567,26889,8402,84,93
M. Julien LANGARD,REC,999,NON,0.011551937464586779,0.017216123528702155,26889,8402,84,93
M. Gérard MANGIAVILLANO,EXG,590,NON,0.006822465569675875,0.010167680562496768,26889,8402,84,93
M. José-Angel SANCHEZ,DIV,84,NON,0.0009713340811063958,0.0014476019783893706,26889,8402,84,93
M. Stéphane BUFFETAUT,RN,21309,QUALIF T2,0.25365441386534615,0.3786920206148925,26026,8505,85,52
M. Pierre HENRIET,ENS,19606,QUALIF T2,0.23338253499666697,0.3484272258752444,26026,8505,85,52
M. Pierre-Hugues FOURAGE,UG,11321,QUALIF T2,0.13476097514522425,0.20119068775546473,26026,8505,85,52
M. Marius GALAND,LR,2633,NON,0.03134225311875059,0.04679225164385996,26026,8505,85,52
Mme Sonia LE THEIX,DSV,742,NON,0.008832492143605371,0.013186422605295895,26026,8505,85,52
Mme Béatrice RUAULT,EXG,659,NON,0.007844491000857061,0.01171139150524258,26026,8505,85,52
M. Pascal DUBIN,UXD,33545,QUALIF T2,0.24504540042222758,0.35587358504577715,39795,8503,85,52
M. Stéphane BUCHOU,ENS,32889,QUALIF T2,0.2402533365475225,0.34891418508184724,39795,8503,85,52
Mme Pascale MARCHAND,UG,15466,NON,0.11297874982650684,0.16407634122277506,39795,8503,85,52
M. Noël FAUCHER,DVD,8221,NON,0.060054202917607186,0.08721528521870127,39795,8503,85,52
M. Eric MAUVOISIN-DELAVAUD,EXD,1895,NON,0.013842928418545872,0.020103754468974444,39795,8503,85,52
Mme Armelle Marie Geneviève GUÉNOLÉ,DSV,1428,NON,0.010431504897986018,0.015149425531237734,39795,8503,85,52
M. Philippe FESTIEN,EXG,817,NON,0.005968164917125054,0.008667423430687134,39795,8503,85,52
M. Simon-Pierre PAULIN,UXD,26105,QUALIF T2,0.216260324245512,0.32168426759990637,36734,8501,85,52
M. Philippe LATOMBE,ENS,23136,QUALIF T2,0.19166438849814846,0.28509815036167147,36734,8501,85,52
Mme Lucie ETONNO,UG,18929,QUALIF T2,0.1568125522943228,0.23325652179270742,36734,8501,85,52
M. Laurent CAILLAUD,DVC,10606,NON,0.08786274655996554,0.13069463099653733,36734,8501,85,52
M. Jean-Marc BARIAL,DSV,1433,NON,0.01187132904209227,0.017658439205924758,36734,8501,85,52
M. Gilles ROBIN,EXG,942,NON,0.007803762705967145,0.011607990043252702,36734,8501,85,52
Mme Béatrice BELLAMY,ENS,30262,QUALIF T2,0.26526068510921774,0.38740318760801384,33474,8502,85,52
Mme Marie-Christine EBRAN,RN,28538,QUALIF T2,0.25014901300795905,0.3653331626448185,33474,8502,85,52
M. Nicolas HELARY,UG,18234,QUALIF T2,0.1598295992426633,0.23342507841003649,33474,8502,85,52
Mme Sophie BARILLOT,EXG,1081,NON,0.009475474211984152,0.013838571337131152,33474,8502,85,52
Mme Véronique BESSE,DVD,28086,QUALIF T2,0.2682086003227747,0.3930695702069892,31289,8504,85,52
M. Jacques PROUX,RN,16345,QUALIF T2,0.15608735926353887,0.22875176689572166,31289,8504,85,52
M. Ilias NAGNONHOU,ENS,13192,QUALIF T2,0.1259776349589847,0.18462485829846192,31289,8504,85,52
Mme Julie MARIEL-GODARD,UG,13164,QUALIF T2,0.1257102476197752,0.1842329923166277,31289,8504,85,52
Mme Claude BOUR,EXG,666,NON,0.006359998854054261,0.009320812282199487,31289,8504,85,52
M. Eric SOULAT,RN,19887,QUALIF T2,0.2746102542150541,0.4082231710321044,21754,8603,86,75
M. Pascal LECAMP,ENS,14704,QUALIF T2,0.2030406385064693,0.30183102060924544,21754,8603,86,75
Mme Gisèle JEAN,UG,13020,QUALIF T2,0.17978707245336167,0.26726332211183185,21754,8603,86,75
Mme Soizic JOUAN,EXG,688,NON,0.009500269266352753,0.014122670169964694,21754,8603,86,75
Mme Tatiana GOUVERNEUR,ECO,417,NON,0.005758157389635317,0.008559816076853601,21754,8603,86,75
Mme Lisa BELLUCO,UG,18232,QUALIF T2,0.22493923728918117,0.3313523435654181,24408,8601,86,75
Mme Emmanuelle DARLES,RN,15918,QUALIF T2,0.19639001640901632,0.28929720298784145,24408,8601,86,75
Mme Séverine SAINT-PÉ,HOR,15875,QUALIF T2,0.19585949933993807,0.2885157116115079,24408,8601,86,75
M. Aurélien TRICOT,DVG,4399,NON,0.0542731299273315,0.07994838522072588,24408,8601,86,75
M. Ludovic GAILLARD,EXG,599,NON,0.007390226148322703,0.01088635661450666,24408,8601,86,75
Mme Hager JACQUEMIN,RN,19268,QUALIF T2,0.2615127784036157,0.41038529530787415,25143,8604,86,75
M. Nicolas TURQUOIS,ENS,15076,QUALIF T2,0.20461732651094613,0.32110072202934975,25143,8604,86,75
M. Yves TROUSSELLE,UG,9901,QUALIF T2,0.13438021688676557,0.2108794274882324,25143,8604,86,75
M. Patrick MINOT,DVC,1263,NON,0.01714192646480001,0.026900385508295883,25143,8604,86,75
Mme Sabine BORTOLOTTI,DSV,752,NON,0.010206436026547592,0.016016698259887968,25143,8604,86,75
M. Patrice VILLERET,EXG,691,NON,0.009378520338223917,0.014717471406359822,25143,8604,86,75
M. Sacha HOULIÉ,ENS,18855,QUALIF T2,0.23507923248594262,0.3321471981961351,22028,8602,86,75
Mme Valérie SOUMAILLE,UG,16254,QUALIF T2,0.20265064146520878,0.28632832455475893,22028,8602,86,75
Mme Estelle CHEVALLIER,RN,13864,QUALIF T2,0.17285274352612615,0.24422639914034563,22028,8602,86,75
M. Aurélien BOURDIER,DVG,5723,NON,0.07135287443739324,0.10081561470572692,22028,8602,86,75
M. Xavier AUGAY,DVD,1658,NON,0.020671512461505854,0.02920710976447584,22028,8602,86,75
Mme Agnès CHAUVIN,EXG,413,NON,0.005149176505791265,0.007275353638557613,22028,8602,86,75
Mme Sabrina MINGUET,RN,25539,QUALIF T2,0.2597063190221481,0.36860260370060327,25675,8702,87,75
M. Stéphane DELAUTRETTE,UG,25520,QUALIF T2,0.2595131078525087,0.3683283780273071,25675,8702,87,75
Mme Marie-Eve TAYOT,ENS,16937,QUALIF T2,0.1722325042201387,0.24445053834829547,25675,8702,87,75
Mme Claudine ROUSSIE,EXG,1290,NON,0.013118021517622893,0.01861847992379413,25675,8702,87,75
M. Damien MAUDET,UG,21271,QUALIF T2,0.2533830466479249,0.369365145516427,23998,8701,87,75
Mme Camille DOS SANTOS DE OLIVEIRA,RN,18904,QUALIF T2,0.22518702053652262,0.3282628325345558,23998,8701,87,75
Mme Isabelle NEGRIER,ENS,15544,QUALIF T2,0.1851622432934674,0.2699173438910884,23998,8701,87,75
M. Serge MORETTI,DSV,1066,NON,0.01269833706580264,0.018510800861290547,23998,8701,87,75
Mme Elisabeth FAUCON,EXG,803,NON,0.009565445275646829,0.013943877196638189,23998,8701,87,75
Mme Manon MEUNIER,UG,19494,QUALIF T2,0.2395046257049132,0.35179470521357803,23307,8703,87,75
M. Albin FREYCHET,RN,19310,QUALIF T2,0.2372439890408266,0.3484741847580893,23307,8703,87,75
M. Gilles TOULZA,DVC,14768,QUALIF T2,0.18144066443060214,0.26650785916662156,23307,8703,87,75
Mme Zohra RADJETTI,DSV,1044,NON,0.0128266558549261,0.018840344323534187,23307,8703,87,75
M. Daniel MOURNETAS,EXG,797,NON,0.00979199685476638,0.014382906538176962,23307,8703,87,75
M. Sébastien HUMBERT,RN,20529,QUALIF T2,0.320160321891424,0.48015436791018595,19876,8804,88,44
M. Jean-Jacques GAULTIER,LR,13644,QUALIF T2,0.2127852029756242,0.31912057069348615,19876,8804,88,44
M. François-Xavier WEIN,UG,6851,NON,0.10684487141498106,0.1602385685884692,19876,8804,88,44
Mme Camille BAILLY,EXG,674,NON,0.010511376927995508,0.01576423810080692,19876,8804,88,44
Mme Caroline HUBERT,REC,538,NON,0.008390386924720451,0.012583323587884459,19876,8804,88,44
Mme Marie BENI,DVC,519,NON,0.00809407214485114,0.012138931119167348,19876,8804,88,44
M. Gaëtan DUSSAUSAYE,RN,22788,QUALIF T2,0.31695782797373984,0.48162316390151116,23273,8802,88,44
M. David VALENCE,ENS,14592,QUALIF T2,0.2029598308668076,0.30840114128711826,23273,8802,88,44
Mme Julie XICOLA,UG,7312,NON,0.10170245910759987,0.15453872978970729,23273,8802,88,44
Mme Emma GATEAU,LR,1202,NON,0.01671859352397908,0.02540420585438022,23273,8802,88,44
M. Emmanuel THIEBAUT,DVC,925,NON,0.012865806164459774,0.019549825636690266,23273,8802,88,44
Mme Jeanne-Françoise LANGLADE,EXG,486,NON,0.006759764103705352,0.010271584064250237,23273,8802,88,44
M. Lionel CHAMBROT,ECO,10,NON,0.0001390897963725381,0.00021134946634259749,23273,8802,88,44
M. Stéphane VIRY,DVD,21200,QUALIF T2,0.2790061065487471,0.42847326084320303,25237,8801,88,44
M. Pierre FRANÇOIS,RN,18886,QUALIF T2,0.2485523268056433,0.38170500020211,25237,8801,88,44
Mme Dominique PERRIN,UG,8655,NON,0.11390555906506633,0.17492622983952463,25237,8801,88,44
Mme Evelyne ABBOT,EXG,737,NON,0.009699410402189934,0.014895509115162294,25237,8801,88,44
M. Christophe NAEGELEN,DVD,20652,QUALIF T2,0.3259984214680347,0.48327990077925725,19807,8803,88,44
Mme Pauline FRESSE,RN,14287,QUALIF T2,0.22552486187845303,0.33433178105913464,19807,8803,88,44
M. Etienne BACHELART,UG,7283,NON,0.11496448303078137,0.17043034657056608,19807,8803,88,44
Mme Stéphanie BAILLY,EXG,511,NON,0.008066298342541436,0.011957971591042052,19807,8803,88,44
Mme Sophie-Laurence ROY,UXD,20997,QUALIF T2,0.29057569886520895,0.44510631081338903,23423,8902,89,27
M. André VILLIERS,ENS,13837,QUALIF T2,0.19148906725712705,0.29332457125898287,23423,8902,89,27
M. Philippe VEYSSIERE,UG,9197,QUALIF T2,0.12727650152228065,0.19496322048629514,23423,8902,89,27
Mme Iris NAKOV,ECO,1019,NON,0.014101854414613894,0.02160133974943294,23423,8902,89,27
M. Thomas VERHEGGE,DSV,895,NON,0.01238582895101024,0.018972717444300766,23423,8902,89,27
Mme Sylvie DEMUSSY,REC,620,NON,0.008580127318018268,0.013143111525660865,23423,8902,89,27
Mme Anita CARRASCO,EXG,608,NON,0.008414060337669527,0.012888728721938397,23423,8902,89,27
M. Daniel GRENON,RN,20486,QUALIF T2,0.2732450348792232,0.4040073362652099,22976,8901,89,27
Mme Florence LOURY,UG,12851,QUALIF T2,0.17140837368119188,0.25343640917427573,22976,8901,89,27
M. Victor ALBRECHT,ENS,8871,NON,0.11832259613460847,0.17494625988522294,22976,8901,89,27
Mme Céline BÄHR,LR,7303,NON,0.09740840035746202,0.14402350760250063,22976,8901,89,27
Mme Sylvie MANIGAUT,EXG,654,NON,0.008723140330518986,0.012897627546492594,22976,8901,89,27
M. Jean-Christophe LETIERCE,REC,542,NON,0.007229269203579956,0.010688859526298144,22976,8901,89,27
M. Julien ODOUL,RN,28735,OUI,0.3202884658254938,0.5044059823058559,31212,8903,89,27
M. Nicolas SORET,UG,14530,NON,0.16195550403495473,0.25505546973739646,31212,8903,89,27
Mme Michèle CROUZET,ENS,9973,NON,0.11116188862633199,0.17506319337171747,31212,8903,89,27
M. Grégoire WEIGEL,DVD,2271,NON,0.025313210575594096,0.03986448532509479,31212,8903,89,27
Mme Annik VILBOIS,REC,568,NON,0.006331089214855767,0.009970509759865187,31212,8903,89,27
Mme Simonne PALLANT,EXG,541,NON,0.006030139551473539,0.009496559471984271,31212,8903,89,27
M. Jean-Charles KERMIN,EXG,350,NON,0.0039011993401399975,0.006143800028085943,31212,8903,89,27
Mme Carine MANCK,RN,12718,QUALIF T2,0.26744895169600236,0.39726369713250453,14784,9001,90,27
M. Ian BOUCARD,LR,7679,QUALIF T2,0.16148297688894497,0.2398638095833073,14784,9001,90,27
Mme Marie-Eve BELORGEY,UG,7233,QUALIF T2,0.15210396820389882,0.22593240457299932,14784,9001,90,27
Mme Maggy GROSDIDIER,ENS,3608,NON,0.07587323617857969,0.11270069344661711,14784,9001,90,27
Mme Christiane PETITOT,EXG,426,NON,0.00895842533594095,0.0133066783282314,14784,9001,90,27
Mme Marion KEMPS HOUVER,DSV,350,NON,0.0073602086093411566,0.010932716936340351,14784,9001,90,27
Mme Séverine MERLINI,REG,0,NON,0.0,0.0,14784,9001,90,27
M. Guillaume BIGOT,RN,11888,QUALIF T2,0.2556174339346765,0.3785987261146497,14246,9002,90,27
M. Florian CHAUCHE,UG,8799,QUALIF T2,0.18919732513385082,0.2802229299363057,14246,9002,90,27
M. Didier VALLVERDU,LR,5422,NON,0.11658460016771668,0.17267515923566878,14246,9002,90,27
Mme Josée MARTINEZ,ENS,4794,NON,0.10308125658503021,0.1526751592356688,14246,9002,90,27
M. Simon PHEULPIN,EXG,497,NON,0.010686563313049648,0.015828025477707005,14246,9002,90,27
Mme Célia KECK,REG,0,NON,0.0,0.0,14246,9002,90,27
Mme Nathalie DA CONCEICAO CARVALHO,RN,24608,QUALIF T2,0.264835661551045,0.4029870300013101,30085,9102,91,11
M. Mathieu HILLAIRE,UG,16207,QUALIF T2,0.17442260918228977,0.26541006157474123,30085,9102,91,11
Mme Naïma SIFER,ENS,13490,QUALIF T2,0.14518177317634903,0.22091576051355954,30085,9102,91,11
M. Pierre MAYEUR,DVD,2054,NON,0.022105512387266192,0.033636840036682825,30085,9102,91,11
M. Alexandre LIENHARD,ECO,1754,NON,0.018876859166146495,0.028723961745054368,30085,9102,91,11
M. Jacques BORIE,ECO,1389,NON,0.014948664413784197,0.022746626490239747,30085,9102,91,11
Mme Carla TARCY,REC,1045,NON,0.011246475386900278,0.01711319271583912,30085,9102,91,11
Mme Mathilde PHAN HIEU,EXG,517,NON,0.005564045717729611,0.008466526922573037,30085,9102,91,11
M. Stefan MILOSEVIC,RN,22290,QUALIF T2,0.2248471765489136,0.33009507448982617,29864,9103,91,11
M. Steevy GUSTAVE,UG,20874,QUALIF T2,0.21056347973450076,0.30912537393004175,29864,9103,91,11
M. Alexis IZARD,ENS,20189,QUALIF T2,0.2036536405269635,0.2989811331931404,29864,9103,91,11
Mme Catherine BOMPARD,DIV,2453,NON,0.024744285512538586,0.03632674821550218,29864,9103,91,11
M. Denis TRANIER,REC,925,NON,0.009330804769302157,0.013698427272458015,29864,9103,91,11
Mme Joëlle LOPÈS-VENOT,EXG,713,NON,0.007192285189743176,0.010558895832716287,29864,9103,91,11
M. Salvador RIBEIRO,DIV,82,NON,0.000827163233603002,0.0012143470663151972,29864,9103,91,11
Mme Claire LEJEUNE,UG,19012,QUALIF T2,0.2564061067055079,0.4082894878127349,26516,9107,91,11
M. Robin REDA,ENS,14000,QUALIF T2,0.18881156605707503,0.3006549983893482,26516,9107,91,11
Mme Audrey GUIBERT,RN,11676,QUALIF T2,0.15746884609160058,0.2507462686567164,26516,9107,91,11
M. Olivier VAGNEUX,DVD,694,NON,0.009359659060257862,0.014903897777300548,26516,9107,91,11
M. Olivier VILLETTE,DIV,606,NON,0.008172843502184819,0.013014066358853216,26516,9107,91,11
M. Didier CORMIER,REC,577,NON,0.007781733829638021,0.012391281005046708,26516,9107,91,11
Mme Marie-Pierre RIXAIN,ENS,23108,QUALIF T2,0.23197775390762249,0.3390855197511299,29316,9104,91,11
M. Jérôme CARBRIAND,UXD,21144,QUALIF T2,0.21226145181853773,0.31026589188237363,29316,9104,91,11
M. Amadou DEME,UG,21010,QUALIF T2,0.2109162458715228,0.3082995832599636,29316,9104,91,11
M. Tony GOMES,REC,1177,NON,0.011815726862959654,0.01727123319833304,29316,9104,91,11
Mme Michèle POHYER,EXG,790,NON,0.007930691777177678,0.011592416505253273,29316,9104,91,11
M. Jean-François RICOIS,DIV,500,NON,0.00501942517542891,0.0073369724716792865,29316,9104,91,11
M. Yves MARTY,DIV,419,NON,0.0042062782970094265,0.006148382931267242,29316,9104,91,11
M. Pierre LARROUTUROU,UG,19107,QUALIF T2,0.2780979827089337,0.3792501141303269,17597,9105,91,11
M. Paul MIDY,ENS,16362,QUALIF T2,0.23814514016243124,0.3247652885016177,17597,9105,91,11
Mme Laetitia HORVELIN,RN,7692,NON,0.11195528774779495,0.1526766042754213,17597,9105,91,11
M. François Guy TRÉBULLE,DVD,4998,NON,0.07274473845079032,0.0992040650245132,17597,9105,91,11
Mme Marianne BILLOIR,ECO,898,NON,0.013070183099001542,0.017824179750302694,17597,9105,91,11
Mme Wendy LONCHAMPT,REC,627,NON,0.009125840537944284,0.012445167821202438,17597,9105,91,11
M. Benoît ODILLE,DVG,380,NON,0.00553081244723896,0.007542525952243901,17597,9105,91,11
M. Didier PAXION,EXG,317,NON,0.004613861962565133,0.006292054544371886,17597,9105,91,11
Mme Farida AMRANI,UG,19109,QUALIF T2,0.27379144339054934,0.4607353827606992,27266,9101,91,11
M. Stéphane BEAUDET,DIV,11506,QUALIF T2,0.1648565779293349,0.27742013261000603,27266,9101,91,11
M. Thiebauld VEGA,RN,9264,QUALIF T2,0.13273347279135742,0.2233634719710669,27266,9101,91,11
M. Jean CAMONIN,EXG,565,NON,0.008095251740837322,0.013622664255575649,27266,9101,91,11
Mme Hélène BERENGER,REC,539,NON,0.007722726881966931,0.0129957805907173,27266,9101,91,11
M. Baptiste GALAND,ECO,405,NON,0.005802791070865691,0.00976491862567812,27266,9101,91,11
Mme Gladys EYANG,DIV,87,NON,0.0012465254892970743,0.0020976491862567813,27266,9101,91,11
Mme Julie OZENNE,UG,19288,QUALIF T2,0.24174364244801785,0.37601372426699936,27115,9109,91,11
M. Paul-Henri MERRIEN,RN,15449,QUALIF T2,0.19362803464223496,0.3011735807860262,27115,9109,91,11
Mme Marie GUÉVENOUX,ENS,13908,QUALIF T2,0.1743141113213932,0.27113225202744856,27115,9109,91,11
M. Bruno CHAMBERLIN,DIV,1652,NON,0.020705127401707046,0.03220524017467249,27115,9109,91,11
M. Benoit GRISAUD,EXG,831,NON,0.01041523055134295,0.016200093574547724,27115,9109,91,11
M. Sinan BORAN,DIV,168,NON,0.0021056061764447844,0.0032751091703056767,27115,9109,91,11
M. Bérenger CERNON,UG,16986,QUALIF T2,0.2218507150786913,0.3436930921451985,26007,9108,91,11
M. Nicolas DUPONT-AIGNAN,DSV,16288,QUALIF T2,0.21273427806438974,0.3295698272024604,26007,9108,91,11
M. François DUROVRAY,DVD,13532,QUALIF T2,0.17673871873571476,0.2738051879729675,26007,9108,91,11
Mme Amina BOUATLAOUI,ECO,1683,NON,0.021981323058838896,0.03405366031322083,26007,9108,91,11
Mme Chantal DUBOULAY,EXG,432,NON,0.005642264742375759,0.008741046497511229,26007,9108,91,11
Mme Lolita DUQUENOY,DIV,283,NON,0.0036962058381767126,0.005726194812027033,26007,9108,91,11
M. Jean-Baptiste TAOFIFENUA,DVC,218,NON,0.002847253967217397,0.0044109910566144635,26007,9108,91,11
M. Jérôme GUEDJ,UG,19280,QUALIF T2,0.23138591522250493,0.3443902613293321,26293,9106,91,11
Mme Hella KRIBI - ROMDHANE,DVG,14124,QUALIF T2,0.16950698478229562,0.25229087401532607,26293,9106,91,11
Mme Natacha GOUPY,RN,11650,QUALIF T2,0.13981565935384763,0.20809888716217423,26293,9106,91,11
Mme Chantal LACARRIERE FARGES,LR,8119,NON,0.09743891315827373,0.14502616865834272,26293,9106,91,11
M. Aloïs LANG-ROUSSEAU,ECO,1455,NON,0.017461955739042773,0.025990032688494723,26293,9106,91,11
Mme Francine MONNIER,REC,1075,NON,0.012901444961835725,0.019202257828269297,26293,9106,91,11
M. Bastien VAYSSIÈRE,EXG,280,NON,0.003360376362152561,0.00500151831806084,26293,9106,91,11
M. Antoine LÉAUMENT,UG,16242,QUALIF T2,0.25853177129759325,0.43010354050260835,24121,9110,91,11
M. Michael AMAND,RN,9784,QUALIF T2,0.15573666114860563,0.25908958504356117,24121,9110,91,11
Mme Alexandra MONET,ENS,7137,NON,0.11360308162485674,0.18899451844397955,24121,9110,91,11
M. Nicolas DE BOISHUE,LR,2207,NON,0.0351298866675156,0.05844344993776977,24121,9110,91,11
M. Thierry DENEUVE,ECO,694,NON,0.011046733732331592,0.01837777718931229,24121,9110,91,11
M. Kamel KECER,ECO,622,NON,0.0099006749013116,0.016471149008288537,24121,9110,91,11
Mme Stéphanie HAMON,REC,373,NON,0.0059372214440341275,0.00987739321558139,24121,9110,91,11
Mme Monique LECLERC,EXG,317,NON,0.0050458423532407995,0.008394460185896247,24121,9110,91,11
M. Willy DECKEL,DIV,257,NON,0.004090793327390806,0.006805603368376453,24121,9110,91,11
M. Joël MANDO,DVD,70,NON,0.0011142238634916592,0.0018536662871064269,24121,9110,91,11
M. Mihala KABAMA,DIV,60,NON,0.0009550490258499936,0.0015888568175197945,24121,9110,91,11
Mme Maud BREGEON,ENS,25721,QUALIF T2,0.2879066018939309,0.39177785901419604,22348,9213,92,11
M. Brice GAILLARD,UG,24798,QUALIF T2,0.2775750520495198,0.3777188813745202,22348,9213,92,11
M. Patrick YVARS,RN,9629,NON,0.10778168304640802,0.1466672759398038,22348,9213,92,11
M. Numa ISNARD,LR,3613,NON,0.0404419172132799,0.05503259611283739,22348,9213,92,11
Mme Marie-Josée PRETO,REC,770,NON,0.00861895274127471,0.011728507890087126,22348,9213,92,11
M. Mohamed TOUNSI,DVC,736,NON,0.008238375607244398,0.011210625723511851,22348,9213,92,11
Mme Agathe MARTIN,EXG,385,NON,0.004309476370637355,0.005864253945043563,22348,9213,92,11
M. Thomas LAM,LR,21760,QUALIF T2,0.3035248497021941,0.4158544509421702,18402,9202,92,11
Mme Francesca PASQUINI,UG,20683,QUALIF T2,0.28850204349220965,0.39527194893551965,18402,9202,92,11
Mme Anne-Caroline GALLIMARD,UXD,6817,NON,0.09508864432076551,0.13027940220922676,18402,9202,92,11
M. Sébastien PHAN,DVC,1188,NON,0.016571117713520527,0.022703818369453045,18402,9202,92,11
Mme Julia PETTITT,REC,637,NON,0.008885355204976915,0.012173680388334671,18402,9202,92,11
M. Ahmed LAKRAFI,DVC,564,NON,0.007867096288237016,0.010778580438023162,18402,9202,92,11
M. Julien PUERTAS,EXG,360,NON,0.005021550822278947,0.0068799449604403165,18402,9202,92,11
M. Louis DUROULLE,DVC,317,NON,0.0044217544740622955,0.006058173756832167,18402,9202,92,11
M. Aurélien SAINTOUL,UG,25031,OUI,0.3493071351819032,0.5013921439016085,20777,9211,92,11
Mme Laurianne ROSSI,ENS,15036,NON,0.20982709778255348,0.3011838230875548,20777,9211,92,11
Mme Juliette CHATELAIN,RN,6737,NON,0.094014708550217,0.13494781964224906,20777,9211,92,11
M. Eric ROUX,DVC,1039,NON,0.014499225498541704,0.020812050557859105,20777,9211,92,11
M. Renaud COUZIN,ECO,797,NON,0.011122120040748544,0.01596458546161088,20777,9211,92,11
Mme Suzanne BACLET,REC,491,NON,0.00685189578420017,0.00983514612503255,20777,9211,92,11
M. Franck ROLLOT,EXG,281,NON,0.003921349725784619,0.005628668148949382,20777,9211,92,11
M. Olivier GARDENT,DVG,196,NON,0.002735176321187848,0.003926046111010957,20777,9211,92,11
M. Xavier CHIARELLI,EXG,161,NON,0.0022467519781185896,0.003224966448330429,20777,9211,92,11
M. Philippe PONGE,DVG,154,NON,0.002149067109504738,0.0030847505157943233,20777,9211,92,11
M. Philippe JUVIN,LR,31109,OUI,0.37437872314820386,0.5209404357218212,22374,9203,92,11
Mme Isabelle DAHAN,UG,18774,NON,0.2259341717311511,0.3143828390575548,22374,9203,92,11
Mme Carole ROUSSEL,RN,8478,NON,0.10202779950658884,0.14196962339032437,22374,9203,92,11
M. Marc GERARD,REC,992,NON,0.011938143089235213,0.016611685114791434,22374,9203,92,11
Mme Aline FRADIN,EXG,364,NON,0.0043805283109693725,0.006095416715508147,22374,9203,92,11
M. Stéphane SÉJOURNÉ,ENS,21593,QUALIF T2,0.34024549737642407,0.4607096375002667,15798,9209,92,11
Mme Pauline RAPILLY-FERNIOT,UG,10024,QUALIF T2,0.15795030175062635,0.21387270904009045,15798,9209,92,11
Mme Virginie MATHOT,LR,7108,NON,0.11200226903865244,0.15165674539674412,15798,9209,92,11
Mme Julia CARRASCO,RN,6528,NON,0.10286308557742306,0.13928182807399347,15798,9209,92,11
M. Joseph SAMOUN,REC,840,NON,0.013236058805918409,0.017922294053638866,15798,9209,92,11
Mme Hazrije MUSTAFIC,DVC,459,NON,0.007232560704662559,0.009793253536452665,15798,9209,92,11
Mme Anne-Laure CHAUDON,EXG,225,NON,0.003545372894442431,0.004800614478653268,15798,9209,92,11
M. Thierry NARBONI,DVD,92,NON,0.0014496635835053496,0.001962917920160447,15798,9209,92,11
M. Gabriel ATTAL,ENS,25675,QUALIF T2,0.31996560447640293,0.4384916229740577,20580,9210,92,11
Mme Cécile SOUBELET,UG,20806,QUALIF T2,0.2592874144785215,0.35533619114306697,20580,9210,92,11
M. Sébastien LAYE,UXD,7732,NON,0.09635731465673018,0.13205130394685158,20580,9210,92,11
M. Clément PERRIN,LR,2972,NON,0.03703749859800855,0.050757433436373886,20580,9210,92,11
M. Herlander FERREIRA DO AMARAL,REC,766,NON,0.009546004012811086,0.013082164876265947,20580,9210,92,11
Mme Laurence VIGUIÉ,EXG,315,NON,0.00392557606270952,0.005379741430840435,20580,9210,92,11
Mme Béatrice GUILLEMET,DVG,150,NON,0.001869321934623581,0.0025617816337335404,20580,9210,92,11
M. Nicolas LEMESLE,DIV,109,NON,0.0013583739391598022,0.0018615613205130394,20580,9210,92,11
M. Esteban YGOUF,DVG,28,NON,0.00034894009446306845,0.00047819923829692755,20580,9210,92,11
M. Jean-Didier BERGER,LR,26790,QUALIF T2,0.28553766134103575,0.39430110533829826,24694,9212,92,11
M. Lounes ADJROUD,UG,26034,QUALIF T2,0.2774799356234612,0.38317413125708316,24694,9212,92,11
M. Christophe VERSINI,RN,11710,NON,0.12480948168359571,0.17235035250136144,24694,9212,92,11
M. Stéphane LEGRAND,ECO,1762,NON,0.018780043272971447,0.025933503083467025,24694,9212,92,11
M. Philippe HOUPLAIN,REC,736,NON,0.0078445583705488,0.010832609687532196,24694,9212,92,11
M. Guillaume CHINAN,DVG,444,NON,0.004732315103972373,0.006534889539761271,24694,9212,92,11
M. Yann BERNARD,EXG,444,NON,0.004732315103972373,0.006534889539761271,24694,9212,92,11
Mme Assma BENHARKAT,DVG,23,NON,0.00024514244907965,0.00033851905273538113,24694,9212,92,11
Mme Prisca THEVENOT,ENS,20274,QUALIF T2,0.29725093468220803,0.3991494891028291,16608,9208,92,11
Mme Salomé NICOLAS-CHAVANCE,UG,15392,QUALIF T2,0.2256726046477531,0.30303388262162106,16608,9208,92,11
Mme Delphine VEISSIERE,RN,7979,NON,0.11698555824353053,0.1570885751973697,16608,9208,92,11
Mme Cécile RICHEZ,LR,4959,NON,0.07270727952496152,0.09763156340440612,16608,9208,92,11
M. Miron CUSA,DVG,968,NON,0.014192507880653911,0.019057744177347274,16608,9208,92,11
Mme Adélaïde MOTTE,REC,626,NON,0.009178212741001392,0.012324532908077885,16608,9208,92,11
M. Adam BRAHIMI-SEMPER,ECO,350,NON,0.0051315885932116416,0.006890713287263993,16608,9208,92,11
M. Philippe HÉNIQUE,EXG,196,NON,0.0028736896121985193,0.003858799440867836,16608,9208,92,11
M. Jean-Baptiste LAYLY,DIV,49,NON,0.0007184224030496298,0.000964699860216959,16608,9208,92,11
